Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Signal
2015-03-02,102.32470703125,103.2039556132783,99.4563243569333,101.18600087329787,8781363,94.63961898803711,60.92322622299194,102.32470703125,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-03,104.03997039794922,104.86157057259571,101.92111811807688,102.84361567868538,10908493,94.63961898803711,60.92322622299194,102.39197226131664,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-04,101.51753234863281,105.02733088138163,100.89773409753647,104.92643349166828,9656926,94.63961898803711,60.92322622299194,102.35768050003492,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-05,100.81844329833984,101.89949381958392,99.45632509432124,101.65445732769372,12558461,94.63961898803711,60.92322622299194,102.29731825683119,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-09,95.96094512939453,100.16261839401193,95.62221461167654,100.16261839401193,7975309,94.63961898803711,60.92322622299194,102.0488330361474,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-10,93.46733093261719,97.94286133690284,92.21331342339516,95.99698323156338,9985479,94.63961898803711,60.92322622299194,101.71230354189132,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-11,93.50334930419922,95.34833694799134,91.9178192135465,93.58983276368937,11566206,94.63961898803711,60.92322622299194,101.39038376786418,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-12,94.51234436035156,95.08890084350057,93.63308854887931,94.26730785501324,6724218,94.63961898803711,60.92322622299194,101.12065673227545,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-13,91.39892578125,95.85284617555908,90.51967713695153,95.09611219763929,9152930,94.63961898803711,60.92322622299194,100.73941238125485,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-16,92.24935150146484,92.94842981334284,89.582770635239,91.52864873448252,10155774,94.63961898803711,60.92322622299194,100.40646881734152,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-17,92.94843292236328,93.61867625829775,91.40613712855675,92.7178031504391,6650031,94.63961898803711,60.92322622299194,100.11399682146002,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-18,92.84031677246094,93.83488380972992,92.17727686406128,92.9844558829826,4567788,94.63961898803711,60.92322622299194,99.82875446659732,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-19,89.18638610839844,93.83489070077249,88.4080276797509,93.69795494838587,8507137,94.63961898803711,60.92322622299194,99.41140668784442,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-20,87.90354919433594,89.55394587677826,87.0603316675791,88.93414759651975,12267377,94.63961898803711,60.92322622299194,98.96011815868722,18.705070274974048,95.98472627870416,False,False,HOLD
2015-03-23,85.94322967529297,89.05664861093855,85.48198455139556,88.24946246944904,9837934,94.63961898803711,60.92322622299194,98.44965194365216,17.238415019879838,95.98472627870416,False,False,HOLD
2015-03-24,85.25137329101562,86.2315193092332,83.81718545643578,85.55406544370047,9013384,94.63961898803711,60.92322622299194,97.9320723886468,10.820584339363947,95.98472627870416,False,False,HOLD
2015-03-25,87.752197265625,88.27109809569423,85.48199537206715,85.8063119781954,8756630,94.63961898803711,60.92322622299194,97.53286159950869,21.26957506519183,95.98472627870416,False,False,HOLD
2015-03-26,86.69998168945312,88.56658702822163,85.91441983607066,87.17564082302299,14607308,94.63961898803711,60.92322622299194,97.10804277950652,20.960602890734535,95.98472627870416,False,False,HOLD
2015-03-27,85.79911041259766,86.48377488902592,84.09105808089365,86.48377488902592,7045197,94.63961898803711,60.92322622299194,96.66455523570617,25.035443233472506,95.98472627870416,False,False,HOLD
2015-03-30,89.18638610839844,89.36655642244709,86.69997550729859,86.91618418895901,5615297,94.63961898803711,60.92322622299194,96.37129370130195,39.92538010183928,95.98472627870416,False,False,HOLD
2015-03-31,88.69631958007812,91.24037884091406,88.1629976183281,89.66926230600431,8187770,94.63961898803711,60.92322622299194,96.07031432399906,38.92401380589131,95.98472627870416,False,False,HOLD
2015-04-01,88.2710952758789,88.76116826640005,86.91618042153306,87.75219446238593,5663060,94.63961898803711,60.92322622299194,95.7644625966218,35.221840487871674,95.98472627870416,False,False,HOLD
2015-04-06,90.663818359375,91.52865311150748,88.30713289780864,88.64586342972898,5353082,94.63961898803711,60.92322622299194,95.56443733241605,48.19789220420796,95.98472627870416,False,False,HOLD
2015-04-07,92.38627624511719,92.95562932676606,90.1665267381851,91.52864493849916,8201797,94.63961898803711,60.92322622299194,95.43980356428668,50.32190623303881,95.98472627870416,False,False,HOLD
2015-04-08,92.94843292236328,93.53219278432749,91.38451267272912,92.81149716790863,9957941,94.63961898803711,60.92322622299194,95.34210275479948,50.0,95.98472627870416,False,False,HOLD
