Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Hold_Signal,Signal,Adj Close
2015-03-04,142.0734405517578,146.25421191609828,141.48802745377512,143.32717620153187,69960.0,130.973056640625,128.30082588195802,142.0734405517578,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-05,143.29306030273438,145.27368690959344,142.15638625897478,142.7320331296494,36890.0,130.973056640625,128.30082588195802,142.1212687772863,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-09,142.41981506347656,144.39555839313456,141.0831400645314,142.45883565926462,39080.0,130.973056640625,128.30082588195802,142.13297647478396,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-10,144.42971801757812,145.3761275557673,142.06857732970352,143.32719631299832,52750.0,130.973056640625,128.30082588195802,142.2230447705798,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-11,144.03456115722656,145.76638481132906,137.765822833814,143.52233581944265,297050.0,130.973056640625,128.30082588195802,142.2940846288797,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-12,143.97113037109375,146.93720162205318,143.24425458553517,143.24425458553517,69780.0,130.973056640625,128.30082588195802,142.35985112857435,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-13,146.82012939453125,151.23020137079658,144.40533349879655,145.1663617082291,351760.0,130.973056640625,128.30082588195802,142.53476400174915,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-16,145.1809844970703,148.20557934612256,142.65398039446976,143.91259928851795,273700.0,130.973056640625,128.30082588195802,142.63853735450684,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-17,145.29806518554688,146.93232992898444,142.94667602693758,146.82012152280726,235740.0,130.973056640625,128.30082588195802,142.74283256356722,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-18,145.22491455078125,147.17138902454062,143.42478594434317,146.15180644839631,277730.0,130.973056640625,128.30082588195802,142.84016911208542,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-19,144.3077392578125,145.3761084944737,143.039354125628,145.37122533751565,92310.0,130.973056640625,128.30082588195802,142.8977208825061,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-20,144.2492218017578,145.74689221261997,142.44909336919469,144.82975183218744,114570.0,130.973056640625,128.30082588195802,142.9507209185552,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-23,142.7125244140625,144.30287053574446,141.0831428081585,144.25409851197963,102050.0,130.973056640625,128.30082588195802,142.94137987916332,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-24,142.28810119628906,144.7907044054314,140.70749167385625,140.70749167385625,34880.0,130.973056640625,128.30082588195802,142.9157611072859,50.881451424933765,132.04170061274513,False,False,False,HOLD,
2015-03-25,141.56610107421875,143.434519219712,139.52693618000905,142.83935462180136,139730.0,130.973056640625,128.30082588195802,142.8628332628519,48.03334599127666,132.04170061274513,False,False,False,HOLD,
2015-03-26,142.6783905029297,143.32721035703216,140.01479153647557,140.01479153647557,119860.0,130.973056640625,128.30082588195802,142.85560021344318,47.597296862045724,132.04170061274513,False,False,False,HOLD,
2015-03-27,144.3857879638672,145.27852726889844,139.52202989272914,141.9612262195251,177120.0,130.973056640625,128.30082588195802,142.9156075762049,57.21438554367984,132.04170061274513,False,False,False,HOLD,
2015-03-30,143.77603149414062,144.88830475330536,142.26372634577942,144.4004653433616,106020.0,130.973056640625,128.30082588195802,142.94934969063377,47.3264835395261,132.04170061274513,False,False,False,HOLD,
2015-03-31,143.4052276611328,144.7906894016099,142.04903508584604,144.7370342279853,202960.0,130.973056640625,128.30082588195802,142.96722725810432,47.42094757852716,132.04170061274513,False,False,False,HOLD,
2015-04-01,144.50289916992188,145.57126860748826,143.9126176862666,144.20044113511796,23690.0,130.973056640625,128.30082588195802,143.02744968601874,52.00893268893767,132.04170061274513,False,False,False,HOLD,
2015-04-06,145.00048828125,147.62018308083043,143.1320553248672,144.30286673017395,264310.0,130.973056640625,128.30082588195802,143.10482374857682,41.64051963200678,132.04170061274513,False,False,False,HOLD,
2015-04-07,143.1564483642578,146.24934773593853,142.64420816728253,145.18097847923667,49720.0,130.973056640625,128.30082588195802,143.1068482433094,40.87108608480505,132.04170061274513,False,False,False,HOLD,
2015-04-08,141.4587860107422,144.5028989864211,140.88800738396418,143.6199108971594,134210.0,130.973056640625,128.30082588195802,143.04221835183617,34.84795016662913,132.04170061274513,False,False,False,HOLD,
2015-04-09,138.95614624023438,142.253944715359,137.9609498866885,141.57097266397423,195010.0,130.973056640625,128.30082588195802,142.88198022981257,29.240651395746966,132.04170061274513,False,False,False,HOLD,
2015-04-10,137.77557373046875,140.10256169803657,137.08771857051957,139.52203177342005,56190.0,130.973056640625,128.30082588195802,142.6817289945442,28.7392924685727,132.04170061274513,False,False,False,HOLD,
2015-04-13,135.6973876953125,139.5220461961259,135.37541195603126,138.15610204857634,62570.0,130.973056640625,128.30082588195802,142.4078332573194,25.399932755640492,132.04170061274513,False,False,False,HOLD,
2015-04-15,133.96067810058594,138.05852534531482,133.18013222357226,135.32662221960413,33390.0,130.973056640625,128.30082588195802,142.07657227078082,25.11097977239058,132.04170061274513,False,False,False,HOLD,
2015-04-16,135.59494018554688,136.1071654984823,132.70204180494326,135.63396077919924,155730.0,130.973056640625,128.30082588195802,141.82239062037948,32.191063924808674,132.04170061274513,False,False,False,HOLD,
2015-04-17,135.19981384277344,136.88773394055346,134.21436876032942,136.0096141179496,81690.0,130.973056640625,128.30082588195802,141.56268172714002,32.76093026791935,132.04170061274513,False,False,False,HOLD,
2015-04-20,128.7017822265625,135.13150135329064,126.96507531354148,135.13150135329064,112820.0,130.973056640625,128.30082588195802,141.05833272711737,20.699485561362536,132.04170061274513,False,False,False,HOLD,
2015-04-21,125.97962951660156,129.64330781476454,124.00876180949452,128.98472171192395,135010.0,130.973056640625,128.30082588195802,140.46701103258735,12.988120763442538,132.04170061274513,False,False,False,HOLD,
2015-04-22,125.3649673461914,127.67243805076896,124.41367461443043,126.3503975194048,112640.0,130.973056640625,128.30082588195802,139.8747740252777,12.985558819243664,132.04170061274513,False,False,False,HOLD,
2015-04-23,120.76950073242188,126.6430903071679,118.55471349740004,125.76497059955032,273440.0,130.973056640625,128.30082588195802,139.1255476216363,11.10001022679893,132.04170061274513,False,False,False,HOLD,
2015-04-24,115.82769775390624,120.49632408607286,114.54468527585226,120.49632408607286,205580.0,130.973056640625,128.30082588195802,138.21190645035276,6.4721376542374855,132.04170061274513,False,False,False,HOLD,
2015-04-27,112.81771850585938,117.08631255746518,109.27600772110844,116.78873027439974,110500.0,130.973056640625,128.30082588195802,137.21605594272557,4.6098799312712515,132.04170061274513,False,False,False,HOLD,
2015-04-28,116.84239196777344,118.15468091964048,111.9591230913692,112.8860148148086,49570.0,130.973056640625,128.30082588195802,136.41708872802158,15.037591546017708,132.04170061274513,False,False,False,HOLD,
2015-04-29,112.8616180419922,117.79854907017548,112.33962645028213,116.8228705306081,66060.0,130.973056640625,128.30082588195802,135.49334477954983,14.177452107748394,132.04170061274513,False,False,False,HOLD,
2015-04-30,111.1005401611328,113.6665725527128,106.83682141220646,113.4714397833764,193780.0,130.973056640625,128.30082588195802,134.53676420627858,14.445834159436885,132.04170061274513,False,False,False,HOLD,
2015-05-04,115.2959442138672,120.3987468255526,111.22736603236228,111.57861094165568,201910.0,130.973056640625,128.30082588195802,133.78222224579184,23.357986844146907,132.04170061274513,False,False,False,HOLD,
2015-05-05,115.23253631591795,117.76441629348616,114.2763679131596,115.42279336495692,26340.0,130.973056640625,128.30082588195802,133.0547835818752,24.5294338278932,132.04170061274513,False,False,False,HOLD,
