Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Hold_Signal,Signal
2015-03-04,56.65933609008789,57.72319270921155,56.16409832506714,57.28297583401116,4927543,53.89251174926758,51.16745601654053,56.65933609008789,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-05,56.91611862182617,57.28296428531293,55.61381850671329,56.49424710394895,2511965,53.89251174926758,51.16745601654053,56.66940599329332,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-09,55.36481094360352,56.875598388404434,55.16214147050984,56.48868666589335,2904210,53.89251174926758,51.16745601654053,56.618245403109405,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-10,54.7199592590332,55.40165653397103,54.05668420859753,55.36480708707618,4007085,53.89251174926758,51.16745601654053,56.54380280922406,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-11,54.49886322021485,55.27268155160394,54.33304322138499,55.05158988579418,3350372,53.89251174926758,51.16745601654053,56.463609099851155,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-12,55.14372253417969,56.15705496642313,54.55414630129617,54.55414630129617,4034334,53.89251174926758,51.16745601654053,56.41184884237384,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-13,54.019832611083984,55.42007655210847,53.79874593429778,55.36480488291192,3743353,53.89251174926758,51.16745601654053,56.31804428428404,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-16,54.07509994506836,54.42515712148854,53.632916672034,53.632916672034,1546607,53.89251174926758,51.16745601654053,56.23008568274617,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-17,54.4067497253418,54.90420479357682,53.81717353328144,54.204080254191545,4288235,53.89251174926758,51.16745601654053,56.158582311867576,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-18,54.03826141357422,54.627837563995605,53.76189806161642,54.35147421203781,3493449,53.89251174926758,51.16745601654053,56.07543247271882,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-19,53.83559036254883,54.996320404712215,53.43026145665912,54.038259813384016,2641643,53.89251174926758,51.16745601654053,55.98759552722196,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-20,54.609413146972656,55.2174165508241,53.282867989855205,53.7987502716553,3763675,53.89251174926758,51.16745601654053,55.93354915936905,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-23,54.97788619995117,55.97279611032382,54.73837233201396,55.08843452215352,4249360,53.89251174926758,51.16745601654053,55.896072180568346,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-24,54.51728057861328,55.58588936835908,54.3514655924694,54.90419220872839,5170910,53.89251174926758,51.16745601654053,55.84200192166815,34.70782872502373,53.54383995885947,False,False,True,HOLD
2015-03-25,53.98300552368164,54.73839690736795,53.872457151847485,54.44361124492743,6008163,53.89251174926758,51.16745601654053,55.76910010213926,32.24783558327408,53.54383995885947,False,False,True,HOLD
2015-03-26,53.46710968017578,55.08844540979909,53.08020297072381,54.13038475081005,11848617,53.89251174926758,51.16745601654053,55.67882596794462,27.882896921051426,53.54383995885947,False,False,True,HOLD
2015-03-27,53.3381462097168,53.7803246096645,52.766992237684384,53.467111786019736,3479176,53.89251174926758,51.16745601654053,55.58703460487686,34.10411473037803,53.54383995885947,False,False,True,HOLD
2015-03-30,53.43025970458984,53.65134637404703,52.914377481482624,53.44868192774789,4359504,53.89251174926758,51.16745601654053,55.50245519702247,38.92404835210618,53.54383995885947,False,False,True,HOLD
2015-03-31,53.52238082885742,53.96455916576686,53.246017494080206,53.61450194044982,4797950,53.89251174926758,51.16745601654053,55.42480522180031,41.423977711233626,53.54383995885947,False,False,True,HOLD
2015-04-01,53.96456527709961,54.11195807276123,53.46711021858723,53.46711021858723,2808077,53.89251174926758,51.16745601654053,55.36754091024342,39.261686911728845,53.54383995885947,False,False,True,HOLD
2015-04-06,54.51728057861328,55.07000719487227,53.74346231627276,53.946131740968205,5315447,53.89251174926758,51.16745601654053,55.334197367826555,55.0561396951342,53.54383995885947,False,False,True,HOLD
2015-04-07,54.51728057861328,54.60940168132312,53.798738976210416,54.24091727048379,2457023,53.89251174926758,51.16745601654053,55.30216141530838,54.545461675227024,53.54383995885947,False,False,True,HOLD
2015-04-08,54.27778244018555,55.198993734239664,54.1672390840555,54.36990356959096,4009038,53.89251174926758,51.16745601654053,55.26198969079377,48.64865945162946,53.54383995885947,False,False,True,HOLD
2015-04-09,55.64118957519531,55.86228133470033,54.31464401605748,54.369915706460674,2422269,53.89251174926758,51.16745601654053,55.27686027449579,63.898028600572324,53.54383995885947,False,False,True,HOLD
2015-04-10,56.26759719848633,56.39656777777143,55.38323536578874,55.82541878108307,2200148,53.89251174926758,51.16745601654053,55.31571270288757,69.6431102330666,53.54383995885947,False,False,True,HOLD
2015-04-13,56.87558364868164,57.37303359487815,55.54903879708191,56.30442982477183,2208671,53.89251174926758,51.16745601654053,55.376884112526554,68.80749687366438,53.54383995885947,False,False,True,HOLD
2015-04-15,55.843841552734375,57.48359965274248,55.64117706751591,57.09668791111022,2330815,53.89251174926758,51.16745601654053,55.39519616900529,56.474030014881386,53.54383995885947,False,False,True,HOLD
2015-04-16,55.53062438964844,56.10177834532914,54.35147702565512,55.69644440856332,2492100,53.89251174926758,51.16745601654053,55.40050707961875,57.746652202314294,53.54383995885947,False,False,True,HOLD
2015-04-17,55.30952835083008,55.8622549899798,54.94103892684037,55.53061500817805,3666806,53.89251174926758,51.16745601654053,55.396939286332916,60.650783907986835,53.54383995885947,False,False,True,HOLD
2015-04-20,55.19898986816406,56.23074944397607,54.77523370215681,55.34638266531128,2278982,53.89251174926758,51.16745601654053,55.38917656405179,64.87360765299437,53.54383995885947,False,False,True,HOLD
