Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Hold_Signal,Signal
2015-03-04,168.7323455810547,171.94279548224907,168.07065459559743,169.09995417709183,32171962,164.41172424316406,162.44656074523925,168.7323455810547,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-05,169.71261596679688,171.10953523556546,167.48246333726206,170.0802245293376,20499397,164.41172424316406,162.44656074523925,168.77078755696613,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-09,165.8404998779297,169.05094995981008,165.30133758179107,168.46277392934294,16301916,164.41172424316406,162.44656074523925,168.655874314651,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-10,165.93853759765625,167.97263574426142,164.24753561254607,166.6492536171125,13036884,164.41172424316406,162.44656074523925,168.54931209045515,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-11,165.7669677734375,166.99233352513326,165.44838412089135,166.8207798518205,12702703,164.41172424316406,162.44656074523925,168.4402005486113,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-12,169.90869140625,170.69292230141824,166.0610519158325,166.18359184957006,27323128,164.41172424316406,162.44656074523925,168.49778842538146,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-13,166.35513305664062,171.5506669054138,165.03173992510364,170.7174222866559,15651522,164.41172424316406,162.44656074523925,168.41376272464652,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-16,164.39459228515625,167.4334889537715,164.19852611214588,167.1393953035188,8595247,164.41172424316406,162.44656074523925,168.2561481976077,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-17,166.64923095703125,166.9678258157899,164.81118800977913,166.4041510850484,10940511,164.41172424316406,162.44656074523925,168.19313183523215,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-18,165.00726318359375,167.26192872769914,164.68866828573456,167.26192872769914,8757088,164.41172424316406,162.44656074523925,168.0681958096777,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-19,163.38978576660156,167.06587207472356,162.48301481899145,165.91403244608034,10462350,164.41172424316406,162.44656074523925,167.8847287491649,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-20,160.49794006347656,163.56133802459854,159.98329019323833,163.56133802459854,10572912,164.41172424316406,162.44656074523925,167.59505076149085,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-23,160.47340393066406,161.64975593369206,159.29706314616018,159.95875413628585,11393547,164.41172424316406,162.44656074523925,167.3157704936153,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-24,160.05677795410156,161.64975225138895,159.7871968254434,160.32635908275972,10715485,164.41172424316406,162.44656074523925,167.03110411951673,31.63893915966213,164.40960086074412,False,False,True,HOLD
2015-03-25,160.15481567382812,161.08609905571276,159.7872070600255,161.08609905571276,7249756,164.41172424316406,162.44656074523925,166.76144574909756,31.921448864641377,164.40960086074412,False,False,True,HOLD
2015-03-26,158.02267456054688,161.23312429913173,157.14041621844896,159.7871912447427,24193096,164.41172424316406,162.44656074523925,166.41874883974265,26.502457373223834,164.40960086074412,False,False,True,HOLD
2015-03-27,155.62098693847656,159.41960188400174,154.4446348615311,158.80692458729362,21403252,164.41172424316406,162.44656074523925,165.99530719655573,28.167528344079855,164.40960086074412,False,False,True,HOLD
2015-03-30,160.5469512939453,161.502736020039,156.6748098697215,156.6748098697215,16516767,164.41172424316406,162.44656074523925,165.7816461807671,40.4513917976817,164.40960086074412,False,False,True,HOLD
2015-03-31,159.7136688232422,161.1595905917778,158.80689804956296,161.1595905917778,12279565,164.41172424316406,162.44656074523925,165.5436862843936,39.524999749154915,164.40960086074412,False,False,True,HOLD
2015-04-01,162.94863891601562,163.2182200545516,158.880443017989,159.71368769063244,10839778,164.41172424316406,162.44656074523925,165.4419197209278,37.56568351748525,164.40960086074412,False,False,True,HOLD
2015-04-06,167.13937377929688,167.45796864856865,161.30664988631088,161.42918982634592,19315927,164.41172424316406,162.44656074523925,165.5084865467462,51.369879078772584,164.40960086074412,False,False,True,HOLD
