Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Hold_Signal,Signal,Adj Close
2015-03-04,546.3895874023438,568.7441669422094,543.7277824562213,566.1951498745481,2727706.0,546.4743835449219,568.8266844177247,546.3895874023438,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-05,554.3073120117188,556.5179654181239,543.1864163111726,549.953688939634,1604900.0,546.4743835449219,568.8266844177247,546.700086406633,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-09,544.4497680664062,554.3751031781277,541.8330667807932,552.2095534885019,1868972.0,546.4743835449219,568.8266844177247,546.6118386285849,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-10,554.1267700195312,561.4579811026312,545.9834642952701,545.9834642952701,1823950.0,546.4743835449219,568.8266844177247,546.9065418203867,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-11,568.586181640625,570.9321470988373,549.5926619662247,552.5251463250887,1966554.0,546.4743835449219,568.8266844177247,547.7567237741215,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-12,559.9466552734375,569.0147887617616,556.3825476633835,568.5862168962326,1995764.0,546.4743835449219,568.8266844177247,548.2347603035065,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-13,553.9011840820312,565.2927580165222,550.6303361206427,565.2927580165222,1215886.0,546.4743835449219,568.8266844177247,548.4569730007036,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-16,550.2919921875,555.8185975609756,544.7879664158571,555.8185975609756,1130904.0,546.4743835449219,568.8266844177247,548.5289345374407,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-17,555.9315795898438,558.6384892896117,543.9760617492019,552.7735182734477,5156560.0,546.4743835449219,568.8266844177247,548.8192343434173,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-18,548.3746337890625,556.2246806964934,545.8933006044966,554.9389099698408,1164304.0,546.4743835449219,568.8266844177247,548.8017990275603,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-19,544.7203369140625,555.7509691573734,541.8329562741803,554.01404688151,1550130.0,546.4743835449219,568.8266844177247,548.641741689776,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-20,525.7269287109375,543.6376234033072,520.8093657503574,543.6376234033072,3144054.0,546.4743835449219,568.8266844177247,547.7431215729589,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-23,534.840087890625,541.3817844527625,522.5462098686769,528.95253895582,2470122.0,546.4743835449219,568.8266844177247,547.2371202520831,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-24,537.7952270507812,551.9162375183691,529.7421278278428,530.1030710966226,2037534.0,546.4743835449219,568.8266844177247,546.8668499304634,46.025487012620445,544.3843079646846,False,False,False,HOLD,
2015-03-25,546.0512084960938,548.149073991242,537.7951690669559,537.7951690669559,1495138.0,546.4743835449219,568.8266844177247,546.8348639918607,49.85461624878454,544.3843079646846,False,False,False,HOLD,
2015-03-26,541.8781127929688,551.3071911519907,526.426172288095,543.3443553226283,5380628.0,546.4743835449219,568.8266844177247,546.6404815919042,44.482275760488925,544.3843079646846,False,False,False,HOLD,
2015-03-27,536.1935424804688,543.6375420184811,528.8849104174832,542.8254473127258,1580906.0,546.4743835449219,568.8266844177247,546.2307977051812,46.193771821024264,544.3843079646846,False,False,False,HOLD,
