Date,Close,High,Low,Open,Volume,50_DMA,200_DMA,EMA_50,RSI,VWMA_50,Buy_Signal,Sell_Signal,Hold_Signal,Signal,Adj Close
2015-03-04,499.22564697265625,510.6444319168733,496.30281728256864,501.7950589440485,1453640.0,514.91142578125,552.7166046142578,499.22564697265625,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-05,506.7423400878906,507.97918947762497,498.8794829374779,498.8794829374779,1404490.0,514.91142578125,552.7166046142578,499.52041925168504,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-09,510.57818603515625,517.8594446586142,508.2738037005917,508.2738037005917,1170590.0,514.91142578125,552.7166046142578,499.95405716476233,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-10,506.1240234375,512.4113534656002,502.21467999511776,512.4113534656002,1110320.0,514.91142578125,552.7166046142578,500.19601662643834,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-11,510.6443481445313,520.0606707940469,495.92725487470426,509.2970921618741,1548505.0,514.91142578125,552.7166046142578,500.60575511734396,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-12,505.4614562988281,516.0925223221132,502.8699359585914,510.9389593317354,1841340.0,514.91142578125,552.7166046142578,500.7961747715198,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-13,497.178955078125,510.070232254761,494.52119974883055,509.3192701091693,970535.0,514.91142578125,552.7166046142578,500.6543230188377,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-16,487.821533203125,500.4256723130173,485.9294788940805,499.1593898252751,1089025.0,514.91142578125,552.7166046142578,500.15107635939796,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-17,506.1461486816406,508.3989901793466,493.4168640176605,494.7420569688693,1772035.0,514.91142578125,552.7166046142578,500.38617723478,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-18,504.61474609375,508.5756306800487,500.631798176933,507.2430684264389,852305.0,514.91142578125,552.7166046142578,500.55200346454353,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-19,504.2687377929688,512.4113648683125,502.2588627670262,510.9389184175415,1389765.0,514.91142578125,552.7166046142578,500.6977577519328,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-20,504.5484619140625,510.20265039632505,496.43526830329336,506.2565050392505,1539650.0,514.91142578125,552.7166046142578,500.8487657582908,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-23,509.2677001953125,510.9168331045831,504.8282973132583,505.04915530369607,948465.0,514.91142578125,552.7166046142578,501.1789200499387,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-24,517.042236328125,519.0374176137477,509.9082308758435,515.209047532191,2612275.0,514.91142578125,552.7166046142578,501.8010108843774,61.70213704200802,513.8955829239835,False,False,False,HOLD,
2015-03-25,516.9170532226562,526.3996120670396,515.9452331619648,519.0373797304376,1969915.0,514.91142578125,552.7166046142578,502.39379685842755,61.600838556971205,513.8955829239835,False,False,False,HOLD,
2015-03-26,507.3609924316406,514.185752628997,493.4905241383349,510.93902728487706,2686595.0,514.91142578125,552.7166046142578,502.5885888416908,50.39510346128719,513.8955829239835,False,False,False,HOLD,
2015-03-27,502.8993835449219,505.77062722067086,494.7714502136312,505.77062722067086,1219560.0,514.91142578125,552.7166046142578,502.6007768692685,45.13480559447374,513.8955829239835,False,False,False,HOLD,
2015-03-30,504.3570556640625,509.142506388816,496.6561449363724,509.142506388816,1409625.0,514.91142578125,552.7166046142578,502.66965054749573,48.83628382615407,513.8955829239835,False,False,False,HOLD,
2015-03-31,513.6996459960938,517.5648171053442,508.5828866834166,508.5828866834166,1400455.0,514.91142578125,552.7166046142578,503.10219938861724,51.89202550821393,513.8955829239835,False,False,False,HOLD,
2015-04-01,520.3110961914062,525.192260431874,515.606663294795,521.3933678458137,1413925.0,514.91142578125,552.7166046142578,503.77705808676586,59.03592397830012,513.8955829239835,False,False,False,HOLD,
2015-04-06,541.5437622070312,543.9953983056913,519.6263808328558,519.7736344756152,2183820.0,514.91142578125,552.7166046142578,505.2581053071684,73.32039739510248,513.8955829239835,False,False,False,HOLD,
2015-04-07,542.5744018554688,545.5340335627611,536.7361571456128,540.0933332127134,1164730.0,514.91142578125,552.7166046142578,506.72148948553314,81.54207069787202,513.8955829239835,False,False,False,HOLD,
2015-04-08,552.969970703125,555.8927555956233,539.232018946715,541.1241181944308,2219855.0,514.91142578125,552.7166046142578,508.5351554156348,79.6863046473859,513.8955829239835,False,False,False,HOLD,
2015-04-09,550.7317504882812,554.2288106547247,541.7130163748217,552.9109873161493,1549295.0,514.91142578125,552.7166046142578,510.1899238498562,78.97846427152388,513.8955829239835,False,False,False,HOLD,
2015-04-10,559.1467895507812,560.6781464106145,545.7401936458255,551.5784383130352,1077135.0,514.91142578125,552.7166046142578,512.109800936167,81.30872200443345,513.8955829239835,False,False,False,HOLD,
2015-04-13,558.8449096679688,560.6633592722894,549.4433257000338,556.5846992140861,1317300.0,514.91142578125,552.7166046142578,513.9425502981984,80.96907941459067,513.8955829239835,False,False,False,HOLD,
2015-04-15,552.6974487304688,559.5296214668926,549.4654630942891,556.58472872233,1468240.0,514.91142578125,552.7166046142578,515.4623502367187,74.37392954523656,513.8955829239835,False,False,False,HOLD,
2015-04-16,541.9044799804688,550.8790431354853,539.3866090642153,549.2225408340421,1167935.0,514.91142578125,552.7166046142578,516.4992965011795,63.49609771031214,513.8955829239835,False,False,False,HOLD,
2015-04-17,537.0233764648438,544.805262429921,533.0256891881929,539.7106095848153,1292220.0,514.91142578125,552.7166046142578,517.3041623821075,60.378536075133816,513.8955829239835,False,False,False,HOLD,
2015-04-20,525.2216796875,547.1537539262499,521.2754889528592,537.4429675507553,1514980.0,514.91142578125,552.7166046142578,517.6146532568288,59.01048602761069,513.8955829239835,False,False,False,HOLD,
2015-04-21,509.7608947753906,532.1420501577642,508.2884485685703,526.5320337046181,1936100.0,514.91142578125,552.7166046142578,517.3066627281449,53.11576031103559,513.8955829239835,False,False,False,HOLD,
2015-04-22,525.70751953125,527.8720174672385,513.5892698711926,513.8911465373882,1698220.0,514.91142578125,552.7166046142578,517.6361080929727,58.567691685954664,513.8955829239835,False,False,False,HOLD,
2015-04-23,519.596923828125,529.3445123881233,516.6814636053684,527.018066708914,858435.0,514.91142578125,552.7166046142578,517.7130028276846,52.429528804026404,513.8955829239835,False,False,False,HOLD,
2015-04-24,513.0223388671875,525.7957912674716,510.99035598681365,516.90220392336,931160.0,514.91142578125,552.7166046142578,517.5290552213906,46.99630458360414,513.8955829239835,False,False,False,HOLD,
2015-04-27,498.5114440917969,517.5427956277284,494.0205005955203,516.0924575087611,2723495.0,514.91142578125,552.7166046142578,516.7832665496419,31.22631292908997,513.8955829239835,False,False,False,HOLD,
2015-04-28,502.435546875,505.1669062700853,491.9222576950889,498.7176285907483,1383945.0,514.91142578125,552.7166046142578,516.2206108761266,32.91985798472322,513.8955829239835,False,False,False,HOLD,
2015-04-29,498.0475463867188,509.06145988866353,493.2694657662141,502.5458586407555,1168845.0,514.91142578125,552.7166046142578,515.5079416804635,25.36977539487509,513.8955829239835,False,False,False,HOLD,
2015-04-30,487.4165344238281,497.6868564999424,482.4470280904337,497.6868564999424,4007680.0,514.91142578125,552.7166046142578,514.4063178664778,23.59373890306327,513.8955829239835,False,False,False,HOLD,
2015-05-04,499.9029541015625,501.368031173314,488.2632663646946,490.3246824690559,1264110.0,514.91142578125,552.7166046142578,513.8375585031479,26.10328765639386,513.8955829239835,False,False,False,HOLD,
2015-05-05,501.02197265625,503.5766454728711,493.4241441919437,499.159306477495,1574005.0,514.91142578125,552.7166046142578,513.3349865091519,26.82916747785815,513.8955829239835,False,False,False,HOLD,
2015-05-06,493.7701721191406,501.9275377857499,483.4115062664744,499.1593313543411,2039700.0,514.91142578125,552.7166046142578,512.5677388860142,26.59379566105018,513.8955829239835,False,False,False,HOLD,
2015-05-07,483.3895263671875,492.68066119260016,478.5525336990898,487.55653064141535,2099680.0,514.91142578125,552.7166046142578,511.423495257825,26.681190821810645,513.8955829239835,False,False,False,HOLD,
2015-05-08,493.3358154296875,499.122518898287,486.3490196352568,493.1222819466175,1342365.0,514.91142578125,552.7166046142578,510.71417448025096,33.26563467318543,513.8955829239835,False,False,False,HOLD,
2015-05-11,494.6977844238281,502.0673853333191,491.6130076328008,497.68684861066765,1216890.0,514.91142578125,552.7166046142578,510.0860807525481,37.29153214360951,513.8955829239835,False,False,False,HOLD,
2015-05-12,510.7769165039063,514.8703154038802,495.1616073789766,499.3065472915009,6354760.0,514.91142578125,552.7166046142578,510.1131723506406,50.420848543317724,513.8955829239835,False,False,False,HOLD,
2015-05-13,514.4947509765625,519.7734575026916,508.7301120883285,514.9070340746125,1952595.0,514.91142578125,552.7166046142578,510.28499896342186,44.83198246401713,513.8955829239835,False,False,False,HOLD,
2015-05-14,518.2128295898438,521.2313269685151,510.938940217839,514.6936608533084,1084320.0,514.91142578125,552.7166046142578,510.5958942821051,49.34767788053562,513.8955829239835,False,False,False,HOLD,
2015-05-15,514.8335571289062,517.8594689362059,510.9389521859985,517.8594689362059,977035.0,514.91142578125,552.7166046142578,510.7620771388424,50.88013391678723,513.8955829239835,False,False,False,HOLD,
2015-05-18,533.3863525390625,535.0870263768802,514.6200298836297,515.3562531023473,1734110.0,514.91142578125,552.7166046142578,511.6493036251255,66.30638302487007,513.8955829239835,False,False,False,HOLD,
2015-05-19,535.381591796875,543.7230143530113,527.1358818644092,532.2894449552623,1934910.0,514.91142578125,552.7166046142578,512.5799815926451,65.68747119201277,513.8955829239835,False,False,False,HOLD,
2015-05-20,531.3692016601562,542.1548916874541,529.4918411090057,535.3816278956787,1224490.0,515.554296875,552.7166046142578,513.3168137521554,65.92327781371748,514.4114648470292,False,False,False,HOLD,
2015-05-21,532.9078369140625,537.3766723294528,528.6082735249142,533.4673288170994,1149350.0,516.0776068115234,552.7166046142578,514.0850891702695,73.80758369138057,514.799441292378,False,False,False,HOLD,
2015-05-22,536.3607788085938,538.9154520738364,529.3445492364596,533.0404045576386,1027005.0,516.5932586669921,552.7166046142578,514.9586456266744,71.072415094739,515.1280903810036,False,False,False,HOLD,
2015-05-25,527.9383544921875,539.4749603334176,526.5984227738156,534.4980839324653,1001045.0,517.029545288086,552.7166046142578,515.4676538174789,64.34630644370041,515.4053687626699,False,False,False,HOLD,
